,COMPANY,COMPANY_CODE,PROJECT_NAME,PROJECT_NUMBER,ASSOCIATE_TYPE,ASSOCIATE_COMPANY(AC),AC_CODE,AC_COUNTRY,AC_ADDRESS,AC_PINCODE,AC_CITY,AC_STATE,AC_TEL_NO,AC_FAX,AC_EMAIL,AC_WEBSITE
24231,National Highways Authority Of India,155597,Garhmukteshwar-Moradabad (NH-24) Highway Project,343,Consultant,S N C-lavalin Infrastructure Pvt. Ltd.,232230,India,"Registered Office:E-3-5, 2nd Floor, J-Block Local Shopping Complex, Sacket,",NA,New Delhi,Delhi,91-11-6565838,91-11-6866768,,www.snclavalininfra.com
24232,National Highways Authority Of India,155597,Garhmukteshwar-Moradabad (NH-24) Highway Project,343,Contractor,Bharat Electronics Ltd.,33727,India,"Corporate Office:Outer Ring Road, Nagavara,",560045,Bengaluru,Karnataka,91-80-25039300,91-80-25039233,secretary@bel.co.in,www.bel-india.in
24233,National Highways Authority Of India,155597,Garhmukteshwar-Moradabad (NH-24) Highway Project,343,Contractor,P N C Construction Pvt. Ltd.,167138,India,,NA,,,,,,
24234,National Highways Authority Of India,155597,GB Nagar Six Lane Expressway Project (Package 4 of Eastern Peripheral Expressway),1123,Contractor,Ashoka Buildcon Ltd.,22247,India,"Registered Office:S No.861, Ashoka House, Ashoka Marg, Ashoka Nagar,",422011,Nashik,Maharashtra,91-253-6633705,91-253-2236704,investors@ashokabuildcon.com,www.ashokabuildcon.com
24235,National Highways Authority Of India,155597,GB Nagar Six Lane Expressway Project (Package 4 of Eastern Peripheral Expressway),1123,Financial collaborator,Japan International Cooperation Agency,434751,Japan,"Registered Office:2nd Floor, Dr. Gopal Das Bhawan, 28, Barakhamba Road,",110001,New Delhi,NCT of Delhi,91-11-47685500,91-11-4768555,,www.jica.go.jp
24236,National Highways Authority Of India,155597,GB Nagar-Faridabad Six Lane Expressway Project (Package 5 of Eastern Peripheral Expressway),997,Contractor,Oriental Structural Engineers Pvt. Ltd.,165003,India,"Registered Office:Ose Commercial Block, Hotel Aloft, Asset 5B, Aerocity, Hospitality District, I G I  Airport,",110037,New Delhi,NCT of Delhi,91-11-46044604,,info@orientalindia.com,www.orientalindia.com
24237,National Highways Authority Of India,155597,GB Nagar-Faridabad Six Lane Expressway Project (Package 5 of Eastern Peripheral Expressway),997,Financial collaborator,Japan International Cooperation Agency,434751,Japan,"Registered Office:2nd Floor, Dr. Gopal Das Bhawan, 28, Barakhamba Road,",110001,New Delhi,NCT of Delhi,91-11-47685500,91-11-4768555,,www.jica.go.jp
24238,National Highways Authority Of India,155597,Ghaghar Bridge (Indo Nepal Border)-Varanasi NH-233 Four Laning Road Project,892,Consultant,I C T Pvt. Ltd.,284672,India,"Registered Office:A - 8 & A - 9, Green Park Main,",110016,New Delhi,NCT of Delhi,91-11-40863000,91-11-26855252, info@ictonline.com,www.ictonline.com
24239,National Highways Authority Of India,155597,Ghaghar Bridge (Indo Nepal Border)-Varanasi NH-233 Four Laning Road Project,892,Contractor,Gayatri Projects Ltd.,80013,India,"Corporate Office:B-1, 1st Floor, T S R Towers, 6-3-1090, Rajbhavan Road, Somajiguda,",500082,Hyderabad,Telangana,91-40-23314284,91-40-23398435,gplhyd@gayatri.co.in,www.gayatri.co.in
24240,National Highways Authority Of India,155597,Ghaghar Bridge (Indo Nepal Border)-Varanasi NH-233 Four Laning Road Project (Package-I),1081,Contractor,Dilip Buildcon Ltd.,386908,India,"Corporate Office:E-5/99, Arera Colony,",462016,Bhopal,Madhya Pradesh,91-755-2461064,91-755-4247574,contactus@dbl.co.in,www.dilipbuildcon.com
24241,National Highways Authority Of India,155597,Ghaghar Bridge (Indo Nepal Border)-Varanasi NH-233 Four Laning Road Project (Package-I),1081,Contractor,Varaha Infra Ltd.,401326,India,"Registered Office:Umesh Smariti, No.6, Jalam Vilas Scheme,  Paota B Road,",342024,Jodhpur,Rajasthan,91-291-2556877,91-291-2553861,jp@varahinfra.com,www.varahainfra.com
24242,National Highways Authority Of India,155597,Ghaziabad Logistics Park Project,1382,Promoter,Ministry Of Road Transport & Highways,301849,India,"Registered Office:Transport Bhavan, 1, Parliament Street,",110001,New Delhi,Delhi,91-11-23753991,,nr.gokarn@nic.in,www.morth.nic.in
24243,National Highways Authority Of India,155597,Ghaziabad-GB Nagar Six Lane Expressway Project (Package 3 of Eastern Peripheral Expressway),996,Contractor,Jaiprakash Associates Ltd.,108841,India,"Corporate Office:JA House', 63, Basant Lok Vasant Vihar,",110057,New Delhi,NCT of Delhi,91-11-4982500,91-11-26145389,jalinvestor@jalindia.co.in,www.jalindia.com
24244,National Highways Authority Of India,155597,Ghaziabad-GB Nagar Six Lane Expressway Project (Package 3 of Eastern Peripheral Expressway),996,Financial collaborator,Japan International Cooperation Agency,434751,Japan,"Registered Office:2nd Floor, Dr. Gopal Das Bhawan, 28, Barakhamba Road,",110001,New Delhi,NCT of Delhi,91-11-47685500,91-11-4768555,,www.jica.go.jp
24245,National Highways Authority Of India,155597,Ghaziabad-Hapur Highway & Hapur Bypass Project,56,Consultant,I C T Pvt. Ltd.,284672,India,"Registered Office:A - 8 & A - 9, Green Park Main,",110016,New Delhi,NCT of Delhi,91-11-40863000,91-11-26855252, info@ictonline.com,www.ictonline.com
24246,National Highways Authority Of India,155597,Ghaziabad-Hapur Highway & Hapur Bypass Project,56,Contractor,K N R Constructions Ltd.,112667,India,"Corporate Office:KNR House, 3rd & 4th Floors, Plot No.114, Phase-I, Kavuri Hills,",500033,Hyderabad,Telangana,91-40-40268759,91-40-40268760,investors@knrcl.com,www.knrcl.com
24247,National Highways Authority Of India,155597,Ghaziabad-Hapur Highway & Hapur Bypass Project,56,Contractor,N C C Ltd.,153366,India,"Corporate Office:Nagarjuna Hills,",500082,Hyderabad,Telangana,91-40-23351753,91-40-23350214,nccho@ncc-ltd.com,www.ncclimited.com
24248,National Highways Authority Of India,155597,Ghoshpukur (Dhupguri)-Salsalabari (NH-31D) Four Lane Highway Project (Package-II),1121,Consultant,I C T Pvt. Ltd.,284672,India,"Registered Office:A - 8 & A - 9, Green Park Main,",110016,New Delhi,NCT of Delhi,91-11-40863000,91-11-26855252, info@ictonline.com,www.ictonline.com
24249,National Highways Authority Of India,155597,Ghoshpukur (Dhupguri)-Salsalabari (NH-31D) Four Lane Highway Project (Package-II),1121,Contractor,Simplex Infrastructures Ltd.,227710,India,"Registered Office:Simplex House, 27, Shakespeare Sarani,",700017,Kolkata,West Bengal,91-33-23011600,91-33-22835964,secretarial.legal@simplexinfra.com,www.simplexinfra.com
24250,National Highways Authority Of India,155597,Ghoshpukur-Salsalabari (Dhupguri) (NH-31D) Four Lane Highway Project (Package-I),717,Consultant,Consulting Engineering Services (india) Pvt. Ltd.,50581,India,"Registered Office:2nd Floor, Platinum Tower, Plot No. 184, Udyog Vihar, Phase- 1,",122016,Gurgaon,Haryana,91-124-3317000,91-124-3372999,Bajrang.prasad@jacobs.com,
24251,National Highways Authority Of India,155597,Ghoshpukur-Salsalabari (Dhupguri) (NH-31D) Four Lane Highway Project (Package-I),717,Contractor,Larsen & Toubro Ltd.,127106,India,"Head Office:L & T House, Ballard Estate,  Post Box 278,",400001,Mumbai,Maharashtra,91-22-67525656,91-22-23420814,Nehal.Shah@larsentoubro.com,www.larsentoubro.com
24252,National Highways Authority Of India,155597,Giddalur-Vinukonda (NH-544D) Two Lane Highway Project (Bharatmala),1444,Contractor,B V S R Constructions Pvt. Ltd.,387344,India,,NA,,,,,,
24253,National Highways Authority Of India,155597,Gogunda-Udaipur NH-76 Highway Project,642,Consultant,S N C-lavalin Infrastructure Pvt. Ltd.,232230,India,"Registered Office:E-3-5, 2nd Floor, J-Block Local Shopping Complex, Sacket,",NA,New Delhi,Delhi,91-11-6565838,91-11-6866768,,www.snclavalininfra.com
24254,National Highways Authority Of India,155597,Gogunda-Udaipur NH-76 Highway Project,642,Contractor,Ranjit Construction Co.,286134,India,"Registered Office:Near Newrang Bagh, Baipura Road, Hatkeshawar, Khokhar, Maninagar East, Ahmedabad, Gujarat",380008,,Gujarat,91-79-5854163,,,
24255,National Highways Authority Of India,155597,Gohana-Sonepat (NH-352A) Four Lane Highway Project (Package 2) (Bharatmala),1632,Contractor,Brij Gopal Construction Co. Pvt. Ltd.,408202,India,"Registered Office:A-7/2, Shivaji Apptt., Sector-14, Rohini,",110085,Delhi,NCT of Delhi,91-11-25818656,,raman010@yahoo.com,
24256,National Highways Authority Of India,155597,Gola-Bokaro (Jaina More) (NH-320) Four Lane Greenfield Highway Project (Package-I) (Bharatmala),1992,Contractor,N G Projects Ltd.,363366,India,"Registered Office:N G Circle, Mehtapura, Himatnagar,",383001,Sabar Kantha,Gujarat,91-2772-222404,91-2772-223950,ngpl_hmt@rediffmail.com,
24257,National Highways Authority Of India,155597,Gondal Chowkdi (NH-27) Six Lane Elevated Flyover (Bridge) Project,1522,Contractor,Vidya Infrabuilt Pvt. Ltd.,594476,India,"Registered Office:K-120, Kirti Nagar,",110015,New Delhi,NCT of Delhi,,,rocdak1@gmail.com,
24258,National Highways Authority Of India,155597,Gondal-Ribda Section(EW-10/GJ) Highway Project,195,Contractor,Backbone Infrastructure Pvt. Ltd.,289461,India,"Registered Office:BIPL Building Jalaram 2NR Shreepath Tower University Road,",360001,Rajkot,Gujarat,,,tenderbpl@yahoo.co.in,
24259,National Highways Authority Of India,155597,Gopalganj-Chhapra Two-Laning Highway Project,540,Consultant,Span Consultant Pvt. Ltd.,586307,India,"Registered Office:92-C, Gurudwara Road, Madangir,",110062,New Delhi,NCT of Delhi,91-11-29955645,,,
24260,National Highways Authority Of India,155597,Gopalganj-Chhapra Two-Laning Highway Project,540,Contractor,G R Infraprojects Ltd.,380699,India,"Corporate Office:2nd Floor, Novus Tower, Plot No. 18, Sector 18,",122015,Gurgaon,Haryana,91-124-6435000,,cs@grinfra.com,www.grinfra.com
24261,National Highways Authority Of India,155597,Gopalganj-Muzaffarpur (Lucknow-Muzaffarpur) Road Project,273,Contractor,Madhucon Projects Ltd.,134113,India,"Corporate Office:Madhucon House, Plot No.1129/A, Road No.36, Jubilee Hills,",500033,Hyderabad,Telangana,91-40-23556001,91-40-23556005,cs@madhucon.com,www.madhucon.com
24262,National Highways Authority Of India,155597,Gorakhpur - Gopalganj (Lucknow-Muzaffarpur) Road Project,272,Contractor,Sadbhav Engineering Ltd.,206660,India,"Head Office:'Sadbhav House', Opp. Law Garden Police Chowki, Ellisbridge,",380006,Ahmedabad,Gujarat,"91-79-26463384,26460047",91-79-26400210,sadbhavad1@sancharnet.in,www.sadbhaveng.com
24263,National Highways Authority Of India,155597,Gorakhpur-Bareilly Road Corridor Project,2090,Consultant,K & J Projects Pvt. Ltd.,539032,India,"Registered Office:Shivam, 16 Nit Layout, Ravinagar,",440033,Nagpur,Maharashtra,91-712-2556402,91-712-2556403,contact@knjprojects.com,www.knjprojects.com
24264,National Highways Authority Of India,155597,Gorakhpur-Gopalganj (NH-28) Four Laning Highway Project,1085,Contractor,Punj Lloyd Ltd.,183757,India,"Corporate Office:78, Institutional Area, Sector 32,",122001,Gurgaon,Haryana,91-124-2620493,91-124-2620111,investors@punjilloyd.com,www.punjlloyd.com
24265,National Highways Authority Of India,155597,Gorhar-Barwa Adda Highway Project,159,Consultant - Project management,Dorsch Consult Ingenieru Gesellschaft M B H.,62671,Germany,,NA,,,,,,
24266,National Highways Authority Of India,155597,Gorhar-Barwa Adda Highway Project,159,Consultant - Project management,Wadia Techno-engineering Services Ltd.,81370,India,"Registered Office:Neville House, J N Heredia Marg, Ballard Estate,",400001,Mumbai,Maharashtra,91-22-67021380,91-22-26673193,gel@gherzieastern.com,www.wadiaengg.com
24267,National Highways Authority Of India,155597,Gorhar-Barwa Adda Highway Project,159,Contractor,Sunway Construction Bhd,282631,Malaysia,"Registered Office:Level 8, Menara Sunway, Jalan Lagoon Timur, Bandar Sunway, 46150 Petaling Jaya, Selangor Darul Ehsan, Malaysia",NA,,,,,,
24268,National Highways Authority Of India,155597,Gorhar-Barwa Adda Highway Project,159,EPC contractor,Progressive Constructions Ltd.,182710,India,"Registered Office:7th Flr, Raghava North Block, Raghav Ratna Tower, Chirag Ali Lane, Abids,",500001,Hyderabad,Telangana,91-40-23204687,91-40-23204688,,
24269,National Highways Authority Of India,155597,Gorhar-Barwa Adda Highway Project,159,Supervision consultant,S M E C International Pty. Ltd.,203789,Australia,"Registered Office:Chowdhury Bhawan, House No.33, 2nd Floor, Barthakur Mill Road, Ulubari,",781007,Guwahati,Assam,91-361-2460042,91-361-2461482,statutoryinfo.india@smec.com,www.smec.com
24270,National Highways Authority Of India,155597,Govindpur (Rajgunj)-Chas-West Bengal Border (NH-32) Two/Four Laning Highway Project,824,Consultant,Rodic Consultants Pvt. Ltd.,307240,India,"Corporate Office:1, Jai Singh Road,",110001,New Delhi,NCT of Delhi,91-11-49434500,91-11-49434501,contact@rodicconsultants.com,www.rodicconsultants.com
24271,National Highways Authority Of India,155597,Govindpur (Rajgunj)-Chas-West Bengal Border (NH-32) Two/Four Laning Highway Project,824,Consultant,S M E C (india) Pvt. Ltd.,320431,India,"Corporate Office:5th Floor, Tower C, Building No. 8, DLF Cyber City Phase 2,",122002,Gurgaon,Haryana,91-124-4552800,91-124-4380043,india@smec.com,
24272,National Highways Authority Of India,155597,Govindpur (Rajgunj)-Chas-West Bengal Border (NH-32) Two/Four Laning Highway Project,824,Contractor,Ashoka Buildcon Ltd.,22247,India,"Registered Office:S No.861, Ashoka House, Ashoka Marg, Ashoka Nagar,",422011,Nashik,Maharashtra,91-253-6633705,91-253-2236704,investors@ashokabuildcon.com,www.ashokabuildcon.com
24273,National Highways Authority Of India,155597,Govindsar Village-Talwara Village (NH-44) Four Lane Greenfield connectivity Project (Pathankot Bypass),2037,Consultant,S M E C International Pty. Ltd.,203789,India,"Registered Office:Chowdhury Bhawan, House No.33, 2nd Floor, Barthakur Mill Road, Ulubari,",781007,Guwahati,Assam,91-361-2460042,91-361-2461482,statutoryinfo.india@smec.com,www.smec.com
24274,National Highways Authority Of India,155597,Govindsar Village-Talwara Village (NH-44) Four Lane Greenfield connectivity Project (Pathankot Bypass),2037,Consultant,S M E C (india) Pvt. Ltd.,320431,India,"Corporate Office:5th Floor, Tower C, Building No. 8, DLF Cyber City Phase 2,",122002,Gurgaon,Haryana,91-124-4552800,91-124-4380043,india@smec.com,
24275,National Highways Authority Of India,155597,Gowthami River Bridge Project,172,Contractor,Larsen & Toubro Ltd.,127106,India,"Head Office:L & T House, Ballard Estate,  Post Box 278,",400001,Mumbai,Maharashtra,91-22-67525656,91-22-23420814,Nehal.Shah@larsentoubro.com,www.larsentoubro.com
24276,National Highways Authority Of India,155597,Grand Trunk Road Improvement Project,218,Contractor,Hindustan Construction Co. Ltd.,93997,India,"Registered Office:Hincon House, 11th Floor, 247 Park, L B S Marg, Vikhroli (West),",400083,Mumbai,Maharashtra,91-22-25751000,91-22-25777568,secretarial@hccindia.com,www.hccindia.com
24277,National Highways Authority Of India,155597,Grand Trunk Road Improvement Project,218,Contractor,Larsen & Toubro Ltd.,127106,India,"Head Office:L & T House, Ballard Estate,  Post Box 278,",400001,Mumbai,Maharashtra,91-22-67525656,91-22-23420814,Nehal.Shah@larsentoubro.com,www.larsentoubro.com
24278,National Highways Authority Of India,155597,Greenfield Road Connecting North & South Industrial Cluster of Khandaleru Creek near Krishnapatnam Port Project,1716,Contractor,Rithwik Projects Pvt. Ltd.,198549,India,"Registered Office:Plot No. 37 & 39, Navodaya Colony, Banjara Hills, Road No. 2, # 8-2-268/K/37 & 39,",500034,Hyderabad,Telangana,91-40-49113333,91-40-49113444,rplhyd@rithwikprojects.com,www.rithwikprojects.com
24279,National Highways Authority Of India,155597,Greenfield Road Connecting North & South Industrial Cluster of Khandaleru Creek near Krishnapatnam Port Project,1716,Contractor,A M R India Ltd.,369454,India,"Corporate Office:Sri Krupa, D No 8-3-833, Plot No 37 & 38, Phase-1, Kamalapuri Colony,",500073,Hyderabad,Telangana,91-40-30570009,91-40-30570012,info@amrgroup.in,www.amrgroup.in
24280,National Highways Authority Of India,155597,Guddehosur to Start of Ramanathapura Terakanambi Road Junction (NH-275) Four Lane Highway Project (Package-2 of Mysuru-Kushalnagar Highway),1985,Contractor,K M C Constructions Ltd.,112439,India,"Corporate Office:Plot No 85, Road No 72, Prashasan Nagar, Jubilee Hills,",500033,Hyderabad,Telangana,91-40-23558061,91-40-23558060,,www.kmcgroup.co.in
24281,National Highways Authority Of India,155597,Guna Bypass Project,883,Consultant,Aarvee Associates Pvt. Ltd.,331065,India,"Registered Office:8-2-5, Ravula Residency, Srinagar City, Main Road,",500082,Hyderabad,Telangana,91-40-23737633,91-40-23736277,aarvee@aarvee.net,www.aarvee.com
24282,National Highways Authority Of India,155597,Guna Bypass Project,883,Contractor,Guna Infrastructure Ltd.,395257,India,"Registered Office:501, Heritage Plaza, J P Rd, Opp Indian Oil Colony, Andheri (W),",400053,Mumbai,Maharashtra,91-22-30688000,91-22-66790535,compliance@kalyangroup.in,
24283,National Highways Authority Of India,155597,"Gundla Pochampalli to Bowenpalli, Shivarampalli to Thondapalli Highway Project",322,Consultant,S N C-lavalin Infrastructure Pvt. Ltd.,232230,India,"Registered Office:E-3-5, 2nd Floor, J-Block Local Shopping Complex, Sacket,",NA,New Delhi,Delhi,91-11-6565838,91-11-6866768,,www.snclavalininfra.com
24284,National Highways Authority Of India,155597,Gundlapochampally-Bowenpally Six Lane Highway (NH-44) Project,2002,Contractor,Lakshmi Infrastructure & Developers India Pvt. Ltd.,569185,India,"Registered Office:D No 54-16-12/28, G 1, A - Block, Vasanth Apartments, Sri Nagar Colony, Vijayawada,",520010,Srikakulam,Andhra Pradesh,91-866-2477186,, hr.ho@lidipl.com,www.lidipl.com
24285,National Highways Authority Of India,155597,Gundugolanu-Kalaparru (NH-5) (New NH-16) Six Lane Highway Project (Bharatmala),1828,Contractor,Varaha Infra Ltd.,401326,India,"Registered Office:Umesh Smariti, No.6, Jalam Vilas Scheme,  Paota B Road,",342024,Jodhpur,Rajasthan,91-291-2556877,91-291-2553861,jp@varahinfra.com,www.varahainfra.com
